FILTROS;;;;;;;;;;;;
;0 Registros;;;;0;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_SD_ANT_IPI;VL_DEB_IPI;VL_CRED_IPI;VL_OD_IPI;VL_OC_IPI;VL_SC_IPI;VL_SD_IPI;
