FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;0;0;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_ORI_DED;IND_NAT_DED;VL_DED_PIS;VL_DED_COFINS;VL_BC_OPER;CNPJ;INF_COMP;
