FILTROS;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;0;;0;;;0;;0;;;0;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_REC_COMP;CST_PIS;VL_DESC_PIS;QUANT_BC_PIS;ALIQ_PIS_QUANT;VL_PIS;CST_COFINS;VL_DESC_COFINS;QUANT_BC_COFINS;ALIQ_COFINS_QUANT;VL_COFINS;COD_MOD;CFOP;COD_CTA;INFO_COMPL;
