FILTROS;;;;;;;;;;
;0 Registros;;;;;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_TIP_COOP;VL_BC_CONT_ANT_EXC_COOP;VL_EXC_COOP_GER;VL_EXC_ESP_COOP;VL_BC_CONT;
