FILTROS;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;0;0;;;;0;;;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_ITEM;CFOP;VL_ITEM;VL_DESC;CST_PIS;QUANT_BC_PIS;ALIQ_PIS_QUANT;VL_PIS;CST_COFINS;QUANT_BC_COFINS;ALIQ_COFINS_QUANT;VL_COFINS;COD_CTA;
