FILTROS;;;;;;;;;;;
;0 Registros;;;;;0;0;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CST_COFINS;VL_ITEM;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;COD_CTA;
