FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;;;0;;0;;;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_ITEM;QTD;QTD_CANC;UNID;VL_ITEM;CST_ICMS;CFOP;ALIQ_ICMS;VL_PIS;VL_COFINS;
