FILTROS;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;0;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;SER;NUM_DOC_INI;NUM_DOC_FIN;DT_DOC;QTD_CANC;VL_CONT;VL_ISNT_ISS;VL_BC_ISS;VL_ISS;COD_INF_OBS;
