FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;;;;;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_NAT_EVEN;DT_EVEN;CNPJ_SUCED;PA_CONT_CRED;COD_CRED;VL_CRED_PIS;VL_CRED_COFINS;PER_CRED_CIS;
