FILTROS;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;0;;;0;;0;;0;;0;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NAT_BC_CRED;IDENT_BEM_IMOB;IND_ORIG_CRED;IND_UTIL_BEM_IMOB;VL_OPER_DEP;PARC_OPER_NAO_BC_CRED;CST_PIS;VL_BC_PIS;ALIQ_PIS;VL_PIS;CST_COFINS;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;COD_CTA;COD_CCUS;DESC_BEM_IMOB;
