FILTROS;;;;;;;;;
;0 Registros;;;;;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NUM_ITEM;COD_ITEM;VL_SERV;VL_OUT;
