FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;0;;;0;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_NAT_FRT;VL_ITEM;CST_PIS;NAT_BC_CRED;VL_BC_PIS;ALIQ_PIS;VL_PIS;COD_CTA;
