FILTROS;;;;;;;;
;0 Registros;;;;0;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_BC_ISSQN;ALIQ_ISSQN;VL_ISSQN;
