FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_OPER;IND_EMIT;COD_PART;COD_MOD;SER;SUB;NUM_DOC;DT_DOC;CHV_DOCE;
