FILTROS;;;;;;;;;;;
;0 Registros;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_SERV;DT_INI_SERV;DT_FIN_SERV;PER_FISCAL;COD_AREA;TERMINAL;
