FILTROS;;;;;;;;;;;;;;;
;;;;;;;ICMS;;PIS/COFINS;;;IPI;;;
CODIGO;DESCRICAO;TIPO_ITEM;NCM;EX_TIPI;CEST;CFOP;CST_ICMS;ALIQ_ICMS;CST_PIS_COFINS;ALIQ_PIS_COFINS;COD_NAT_PIS_COFINS;CST_IPI;ALIQ_IPI;COD_ENQ_IPI;
