FILTROS;;;;;;;;;;
;0 Registros;;;;0;0;0;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_TOT_FOL;VL_EXC_BC;VL_TOT_BC;ALIQ_PIS_FOL;VL_TOT_CONT_FOL;
