FILTROS;;;;;;;;;;
;0 Registros;;;;;;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_EST;COD_ITEM;QTD;IND_EST;COD_PART;
