FILTROS;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NUM_SEQ;IND_EMIT;CNPJ_CPF_EMIT;UF_EMIT;IE_EMIT;COD_MUN_ORIG;CNPJ_CPF_TOM;UF_TOM;IE_TOM;COD_MUN_DEST;COD_MOD;SER;SUB;NUM_DOC;DT_DOC;VL_DOC;
