FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;COD_SIT;SER;SUB;NUM_DOC_INI;NUM_DOC_FIN;CFOP;DT_REF;VL_DOC;VL_DESC;
