FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_PART;COD_MOD;SER;SUB;NUM_DOC;CHV_DOCE;DT_DOC;COD_ITEM;VL_AJ_ITEM;
