FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CST_ICMS;CFOP;ALIQ_ICMS;VL_OPR;VL_BC_ICMS;VL_ICMS;COD_OBS;
