FILTROS;;;;;;;
;0 Registros;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_APUR_ICMS;DESCR_COMPL_OUT_APUR;
