FILTROS;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_VER;TIPO_ESCRIT;IND_SIT_ESP;NUM_REC_ANTERIOR;DT_INI;DT_FIN;NOME;CNPJ;UF;COD_MUN;SUFRAMA;IND_NAT_PJ;IND_ATIV;
