FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;;;0;0;0;;;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CST_PIS;CFOP;VL_ITEM;VL_DESC;VL_BC_PIS;ALIQ_PIS;QUANT_BC_PIS;ALIQ_PIS_QUANT;VL_PIS;COD_CTA;
