FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;0;;;0;;0;0;0;0;;0;0;;0;;0;;0;;0;;0;;0;;0;0 inconsistências;0 sugestões;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;SER;NUM_DOC;CHV_NFE;DT_OPERACAO;COD_PART;NOME;NUM_ITEM;COD_ITEM;DESCR_ITEM;TIPO_ITEM;IND_MOV;CFOP;CST_ICMS;QTD;UNID;FAT_CONV;QTD_INV;UNID_INV;VL_ITEM;VL_DESP;VL_DESC;VL_BC_ICMS;ALIQ_ICMS;VL_ICMS;VL_BC_ICMS_ST;ALIQ_ST;VL_ICMS_ST;CST_IPI;VL_BC_IPI;ALIQ_IPI;VL_IPI;CST_PIS;VL_BC_PIS;ALIQ_PIS;VL_PIS;CST_COFINS;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;INCONSISTENCIA;SUGESTAO;
