FILTROS;;;;;;;
;0 Registros;;;;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_FCP_OP;VL_FCP_ST;
