FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_PART;COD_MOD;SER;NUM_DOC;DT_DOC;CHV_NFE;NR_MEMO;QTD;UNID;
