FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_NAT_RET;PR_REC_RET;VL_RET_APU;VL_RET_DED;VL_RET_PER;VL_RET_DCOMP;SLD_RET;
