FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;;;0;0;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_ITEM;DT_FECH;ESTQ_ABERT;VOL_ENTR;VOL_DISP;VOL_SAIDAS;ESTQ_ESCR;VAL_AJ_PERDA;VAL_AJ_GANHO;FECH_FISICO;
