FILTROS;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_VER;COD_FIN;DT_INI;DT_FIN;NOME;CNPJ;CPF;UF;IE;COD_MUN;IM;SUFRAMA;IND_PERFIL;IND_ATIV;
