FILTROS;;;;;;;;;;;
;0 Registros;;;;;0;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_AJ;VL_AJ;COD_AJ;IND_DOC;NUM_DOC;DESCR_AJ;
