FILTROS;;;;;;;;;;;;;;;;;;;;
;;;;;;0;0;0;0;0;0;0;0;0;0;;;0 inconsistências;0 sugestões;
ARQUIVO;CFOP;CST_PIS;CST_COFINS;ALIQ_PIS;ALIQ_COFINS;VL_ITEM;VL_DESP;VL_DESC;VL_ICMS;VL_BC_PIS;VL_BC_COFINS;VL_PIS;VL_COFINS;QUANT_BC_PIS;QUANT_BC_COFINS;ALIQ_PIS_QUANT;ALIQ_COFINS_QUANT;INCONSISTENCIA;SUGESTAO;
