FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;0;;0;;0;0;;0;;0;;;0 inconsistências;0 sugestões;
REG;ARQUIVO;CHV_PAI_CONTRIBUICOES;CHV_REG;REGIME_TRIBUTARIO;CNPJ_ESTABELECIMENTO;UF_CONTRIB;COD_MOD;CHV_NFE;NUM_DOC;SER;COD_SIT;IND_OPER;DT_DOC;DT_ENT_SAI;COD_PART;TIPO_PART;NOME_RAZAO;COD_ITEM;DESCR_ITEM;COD_BARRA;COD_NCM;EX_IPI;TIPO_ITEM;IND_MOV;UF_PART;CFOP;VL_ITEM;VL_DESP;VL_DESC;VL_ICMS;CST_PIS;CST_COFINS;VL_BC_PIS;ALIQ_PIS;QUANT_BC_PIS;ALIQ_PIS_QUANT;VL_PIS;VL_BC_COFINS;ALIQ_COFINS;QUANT_BC_COFINS;ALIQ_COFINS_QUANT;VL_COFINS;COD_CTA;COD_NAT_PIS_COFINS;INCONSISTENCIA;SUGESTAO;
