FILTROS;;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;0;;;;;;;;;;;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_REGISTRO;QTD;ESTQ_INI;QTD_PRODUZ;ENT_ANID_HID;OUTR_ENTR;PERDA;CONS;SAI_ANI_HID;SAIDAS;ESTQ_FIN;ESTQ_INI_MEL;PROD_DIA_MEL;UTIL_MEL;PROD_ALC_MEL;OBS;COD_ITEM;TP_RESIDUO;QTD_RESIDUO;
