FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;;;;;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;INC_IMOB;REC_RECEB_RET;REC_FIN_RET;BC_RET;ALIQ_RET;VL_REC_UNI;DT_REC_UNI;COD_REC;
