FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_EMIT;COD_PART;COD_MOD;SERIE;NUM_DOC;CHV_NFE_CTE;DT_DOC;NUM_DA;
