FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;0;0;0;;0;;0;;0;;0;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;IND_OPER;UNID_IMOB;IDENT_EMP;DESC_UNID_IMOB;NUM_CONT;CPF_CNPJ_ADQU;DT_OPER;VL_TOT_VEND;VL_REC_ACUM;VL_TOT_REC;CST_PIS;VL_BC_PIS;ALIQ_PIS;VL_PIS;CST_COFINS;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;PERC_REC_RECEB;IND_NAT_EMP;INF_COMP;
