FILTROS;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;0;
ARQUIVO;DT_INV;MOT_INV;COD_ITEM;DESCR_ITEM;TIPO_ITEM;COD_NCM;CEST;UNID;QTD;VL_UNIT;VL_ITEM;IND_PROP;COD_PART;TXT_COMPL;COD_CTA;VL_ITEM_IR;CST_ICMS;VL_BC_ICMS;VL_ICMS;INCONSISTENCIA;SUGESTAO;
