FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;0;;0;;;;0;;0;;;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;ECF_MOD;ECF_FAB;DT_DOC;CRO;CRZ;NUM_COO_FIN;GT_FIN;VL_BRT;CST_PIS;VL_BC_PIS;ALIQ_PIS;QUANT_BC_PIS;ALIQ_PIS_QUANT;VL_PIS;CST_COFINS;VL_BC_COFINS;ALIQ_COFINS;QUANT_BC_COFINS;ALIQ_COFINS_QUANT;VL_COFINS;COD_CTA;
