FILTROS;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;0;0;0;0;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_PART_CONSG;COD_PART_RED;COD_MUN_ORIG;COD_MUN_DEST;OTM;IND_NAT_FRT;VL_LIQ_FRT;VL_GRIS;VL_PDG;VL_OUT;VL_FRT;VEIC_ID;UF_ID;
