FILTROS;;;;;;;;;;;
;0 Registros;;;;;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;PER_REF;VL_TOT_CONT_APU;VL_TOT_AJ_REDUC;VL_TOT_AJ_ACRES;VL_TOT_CONT_DEV;COD_REC;
