FILTROS;;;;;;;;;;
;;;;;0;0;0;0;0;
CFOP;CST_PIS;CST_COFINS;ALIQ_PIS;ALIQ_COFINS;VL_CONTABIL;VL_BC_PIS;VL_BC_COFINS;VL_PIS;VL_COFINS;
