FILTROS;;;;;;;;;;;;;
;0 Registros;;;;0;0;0;;0;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_TOT_SERV;VL_BC_PIS;VL_PIS_IMP;DT_PAG_PIS;VL_BC_COFINS;VL_COFINS_IMP;DT_PAG_COFINS;LOC_EXE_SERV;
