FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DESPACHO;CNPJ_CPF_REM;IE_REM;COD_MUN_ORI;CNPJ_CPF_DEST;IE_DEST;COD_MUN_DEST;
