FILTROS;;;;;;;;;;
;0 Registros;;;;;;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;NUM_CAMPO;COD_DET;VL_DET;COD_CTA;INF_COMP;
