FILTROS;;;;;;;;;;;;;;;;
;0 Registros;;;;;;0;;0;0;0;;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;DT_INI;DT_FIM;VL_REC_TOT_EST;COD_ATIV_ECON;VL_REC_ATIV_ESTAB;VL_EXC;VL_BC_CONT;ALIQ_CONT;VL_CONT_APU;COD_CTA;INFO_COMPL;
