FILTROS;;;;;;;;;;;
;0 Registros;;;;;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOT_REST_COMPL;VL_CREDITO_ICMS_OP_MOT;VL_ICMS_ST_REST_MOT;VL_FCP_ST_REST_MOT;VL_ICMS_ST_COMPL_MOT;VL_FCP_ST_COMPL_MOT;
