FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;0;0;;0;;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_CLASS;VL_ITEM;VL_DESC;CST_COFINS;VL_BC_COFINS;ALIQ_COFINS;VL_COFINS;COD_CTA;
