FILTROS;;;;;;;;;;;;;;;;;
;;;;;0;0;0;;;;;0;;0;;;
COD_MOD;NUM_DOC;SERIE;DT_DOC;CNPJ_EMIT;QTD;VL_UNIT_PROD;VL_UNIT_BC_ST;CHV_NFE;N_ITEM;COD_ITEM;DESCRICAO_ITEM;VL_UNIT_BC_ICMS;ALIQ_ICMS;VL_UNIT_ICMS;ALIQ_ST;OBSERVACOES;
