FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;0;0;0 inconsistências;0 sugestões;
REG;ARQUIVO;CHV_PAI;CHV_REG;CHV_NFE;NUM_DOC;SER;COD_SIT_NF;COD_SIT_SPED;COD_PART_NF;COD_PART_SPED;NOME_NF;NOME_SPED;DT_DOC_NF;DT_DOC_SPED;DT_E_S_NF;DT_E_S_SPED;NUM_ITEM_NF;NUM_ITEM_SPED;COD_ITEM_NF;COD_ITEM_SPED;DESCR_ITEM_NF;DESCR_ITEM_SPED;COD_BARRA_NF;COD_BARRA_SPED;COD_NCM_NF;COD_NCM_SPED;EX_IPI_NF;EX_IPI_SPED;CEST_NF;CEST_SPED;QTD_NF;QTD_SPED;UNID_NF;UNID_SPED;CFOP_NF;CFOP_SPED;CST_ICMS_NF;CST_ICMS_SPED;VL_ITEM_NF;VL_ITEM_SPED;VL_DESC_NF;VL_DESC_SPED;VL_BC_ICMS_NF;VL_BC_ICMS_SPED;ALIQ_ICMS_NF;ALIQ_ICMS_SPED;VL_ICMS_NF;VL_ICMS_SPED;VL_BC_ICMS_ST_NF;VL_BC_ICMS_ST_SPED;ALIQ_ST_NF;ALIQ_ST_SPED;VL_ICMS_ST_NF;VL_ICMS_ST_SPED;CST_IPI_NF;CST_IPI_SPED;VL_BC_IPI_NF;VL_BC_IPI_SPED;ALIQ_IPI_NF;ALIQ_IPI_SPED;VL_IPI_NF;VL_IPI_SPED;CST_PIS_NF;CST_PIS_SPED;VL_BC_PIS_NF;VL_BC_PIS_SPED;ALIQ_PIS_NF;ALIQ_PIS_SPED;QUANT_BC_PIS_NF;QUANT_BC_PIS_SPED;ALIQ_PIS_QUANT_NF;ALIQ_PIS_QUANT_SPED;VL_PIS_NF;VL_PIS_SPED;CST_COFINS_NF;CST_COFINS_SPED;VL_BC_COFINS_NF;VL_BC_COFINS_SPED;ALIQ_COFINS_NF;ALIQ_COFINS_SPED;QUANT_BC_COFINS_NF;QUANT_BC_COFINS_SPED;ALIQ_COFINS_QUANT_NF;ALIQ_COFINS_QUANT_SPED;VL_COFINS_NF;VL_COFINS_SPED;VL_OPER_NF;VL_OPER_SPED;INCONSISTENCIA;SUGESTAO;
