FILTROS;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;SER;NRO_ORD_INI;NRO_ORD_FIN;DT_DOC_INI;DT_DOC_FIN;NOM_MEST;CHV_COD_DIG;
