FILTROS;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;0;;0;0;0;0;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;ALIQ_ICMS;COD_ITEM;QTD;QTD_CANC;UNID;VL_ITEM;VL_DESC;VL_CANC;VL_ACMO;VL_BC_ICMS;VL_ICMS;VL_ISEN;VL_NT;VL_ICMS_ST;
