FILTROS;;;;;;;;;;
;0 Registros;;;;;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_INC_TRIB;VL_REC_TOT;VL_REC_ATIV;VL_REC_DEMAIS_ATIV;INFO_COMPL;
