FILTROS;;;;;;;;;;;;;;;
;0 Registros;;;;0;0;0;0;;;0;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_CUS_ORC;VL_EXC;VL_CUS_ORC_AJU;VL_BC_CRED;CST_PIS;ALIQ_PIS;VL_CRED_PIS_UTIL;CST_COFINS;ALIQ_COFINS;VL_CRED_COFINS_UTIL;
