FILTROS;;;;;;;;;;;;;;
;0 Registros;;;;;;;;0;0;0;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;COD_SIT;NUM_DOC;DT_DOC;VL_DOC;VL_PIS;VL_COFINS;CPF_CNPJ;NOME_ADQ;
