FILTROS;;;;;;;;;;;;;;;;;;
46022;;;;;0;0;0;0;0;0;0;0;;0;;0 inconsistências;0 sugestões;
DT_INV;COD_ITEM;DESCR_ITEM;CST_ICMS;UNID_INV;QTD_INICIAL;QTD_ENT;QTD_SAI;QTD_FINAL;VL_INICIAL;VL_ENT;VL_SAI;VL_UNIT_ENT;VL_UNIT_SAI;VL_MARGEM;ALIQ_MARGEM;INCONSISTENCIA;SUGESTAO;
