FILTROS;;;;;;;;;;
;0 Registros;;;;0;0;0;0;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_CREDITO_ICMS_OP;VL_ICMS_ST_REST;VL_FCP_ST_REST;VL_ICMS_ST_COMPL;VL_FCP_ST_COMPL;
