FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;;;;;;;0;;0;;;;;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_PART;COD_ITEM;COD_MOD;SER;SUB_SER;NUM_DOC;DT_OPER;CHV_NFE;VL_OPER;CFOP;NAT_BC_CRED;IND_ORIG_CRED;CST_PIS;VL_BC_PIS;ALIQ_PIS;VL_PIS;COD_CTA;COD_CCUS;DESC_COMPL;PER_ESCRIT;CNPJ;
