FILTROS;;;;;;;;;;;;;;;;;;;
;44926;;;;;0;0;0;0;0;0;0;;;0;;0 inconsistências;0 sugestões;
ARQUIVO;DT_ESTOQUE;COD_ITEM;DESCR_ITEM;CST_ICMS;UNID_INV;QTD_INICIAL;CUSTO_UNIT_MEDIO;QTD_SAI;QTD_FINAL;VL_INICIAL;VL_ENT;VL_SAI;VL_UNIT_ENT;VL_UNIT_SAI;VL_MARGEM;ALIQ_MARGEM;INCONSISTENCIA;SUGESTAO;
