FILTROS;;;;;;;;;;;;;;;;;
;1 Registro;;;;93512,19;74720,16;0;18792,03;0;0;18792,03;0;0;0;0;18792,03;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;VL_TOT_CONT_NC_PER;VL_TOT_CRED_DESC;VL_TOT_CRED_DESC_ANT;VL_TOT_CONT_NC_DEV;VL_RET_NC;VL_OUT_DED_NC;VL_CONT_NC_REC;VL_TOT_CONT_CUM_PER;VL_RET_CUM;VL_OUT_DED_CUM;VL_CONT_CUM_REC;VL_TOT_CONT_REC;
M600;09/2025-67903807000105;687F0DC0B75508B5A40A4B74F4A33E4C;;5B2C87AAEEFF0381BBCD4B9C0F173FF4;93512,19;74720,16;0;18792,03;0;0;18792,03;0;0;0;0;18792,03;
