FILTROS;;;;;;;;;;;;
;0 Registros;;;;;;;;;;0;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_MOD;DT_DOC_INI;DT_DOC_FIN;COD_ITEM;COD_NCM;EX_IPI;VL_TOT_ITEM;
