FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0 inconsistências;0 sugestões;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;CHV_NFE;COD_MOD_NF;COD_MOD_SPED;NUM_DOC_NF;NUM_DOC_SPED;SER_NF;SER_SPED;IND_OPER_NF;IND_OPER_SPED;IND_EMIT_NF;IND_EMIT_SPED;COD_SIT_NF;COD_SIT_SPED;COD_PART_NF;COD_PART_SPED;NOME_RAZAO_NF;NOME_RAZAO_SPED;INSC_EST_NF;INSC_EST_SPED;DT_DOC_NF;DT_DOC_SPED;DT_E_S_NF;DT_E_S_SPED;IND_PGTO_NF;IND_PGTO_SPED;VL_DOC_NF;VL_DOC_SPED;VL_DESC_NF;VL_DESC_SPED;VL_ABAT_NT_NF;VL_ABAT_NT_SPED;VL_MERC_NF;VL_MERC_SPED;IND_FRT_NF;IND_FRT_SPED;VL_FRT_NF;VL_FRT_SPED;VL_SEG_NF;VL_SEG_SPED;VL_OUT_DA_NF;VL_OUT_DA_SPED;VL_BC_ICMS_NF;VL_BC_ICMS_SPED;VL_ICMS_NF;VL_ICMS_SPED;VL_BC_ICMS_ST_NF;VL_BC_ICMS_ST_SPED;VL_ICMS_ST_NF;VL_ICMS_ST_SPED;VL_IPI_NF;VL_IPI_SPED;VL_PIS_NF;VL_PIS_SPED;VL_COFINS_NF;VL_COFINS_SPED;VL_PIS_ST_NF;VL_PIS_ST_SPED;VL_COFINS_ST_NF;VL_COFINS_ST_SPED;INCONSISTENCIA;SUGESTAO;
