FILTROS;;;;;;;;;;;;;;;;;;;;
;0 Registros;;;;;;;;;;;0;0;0;0;0;0;0;;
REG;ARQUIVO;CHV_REG;CHV_PAI_FISCAL;CHV_PAI_CONTRIBUICOES;COD_PART;COD_MOD;COD_SIT;SER;SUB;NUM_DOC;DT_DOC;VL_DOC;VL_DESC;VL_SERV;VL_BC_ICMS;VL_ICMS;VL_PIS;VL_COFINS;COD_CTA;
